lat;long
47.67406012824583;-122.15468572063335
47.74541818391157;-122.36729867481334
47.67798899531728;-122.34009810791437
47.65388599719827;-122.38089895826283
47.650028484622844;-122.28784438729267
47.57088667783945;-122.37302510995
47.666902998519824;-122.15470477036607
47.63218378244344;-122.12965161664333
47.54721741185868;-122.14611511766113
47.39730581114287;-122.25999121204636
47.50365256517898;-122.25715761010277
47.519920918170094;-122.30532884314395
